id,age,female,edu,emp,hhincome,east,religious,leftright,partyid,partyid_degree,party,inequality,immigration,vote,imputed,prompt,sample_no,completion_1,matched_1,check_manually_1,manipulated_1,matched_new_1
1933,59,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,AfD,0,"Ich bin 59 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4, gewählt und meine Zweitstimme der [INSERT] Partei gegeben.,NA,0,0,NA
1934,58,männlich,keinen Schulabschluss,nicht berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,mittig links,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,einschränken,SPD,0,"Ich bin 58 Jahre alt und männlich. Ich habe keinen Schulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5, bei der Bundestagswahl 2017 meine Stimme abgegeben. Ich habe meine Erststimme der SPD ge,Erststimme SPD,1,1,NA
1935,67,weiblich,einen Hochschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,nicht sehr religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",erleichtern,CDU/CSU,0,"Ich bin 67 Jahre alt und weiblich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4, Partei meine Zweitstimme gegeben.,NA,0,0,NA
1937,58,weiblich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,nicht sehr religiös,mittig links,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,weder erleichtern noch einschränken,SPD,0,"Ich bin 58 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3, Partei gewählt.,NA,0,0,NA
1937,58,weiblich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,nicht sehr religiös,mittig links,mit der Partei SPD,ziemlich stark ,ziemlich stark mit der Partei SPD,Maßnahmen ergreifen,weder erleichtern noch einschränken,SPD,0,"Ich bin 58 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5, Partei meine Zweitstimme gegeben.,NA,0,0,NA
1943,58,weiblich,einen Realschulabschluss,in Ausbildung,mittleres,Ostdeutschland,nicht sehr religiös,stark rechts,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Andere Partei,0,"Ich bin 58 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich stark rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5, bei der Bundestagswahl 2017 gewählt und würde meine Zweitstimme wahrschein,NA,0,0,NA
1956,54,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 54 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Ich",NA,0,0,NA
1956,54,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Ostdeutschland,überhaupt nicht religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Nicht gewählt,0,"Ich bin 54 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5, 2017 bei der Bundestagswahl meine Stimme abgegeben. Meine Zweitstimme gab ich der,NA,0,0,NA
1958,50,weiblich,Abitur,berufstätig,mittleres,Ostdeutschland,nicht sehr religiös,mittig links,mit der Partei CDU/CSU,mäßig ,mäßig mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 50 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me",NA,0,0,NA
1959,24,weiblich,einen Realschulabschluss,in Ausbildung,niedriges,Ostdeutschland,überhaupt nicht religiös,mittig links,mit einer Kleinpartei,mäßig ,mäßig mit einer Kleinpartei,Maßnahmen ergreifen,einschränken,Andere Partei,0,"Ich bin 24 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin in Ausbildung. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit einer Kleinpartei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [PARTY] Partei ge,NA,0,0,NA
1964,73,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Ostdeutschland,etwas religiös,mittig rechts,mit keiner Partei,,mit keiner Partei,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",einschränken,Nicht gewählt,0,"Ich bin 73 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3, Partei meine Zweitstimme gegeben.,NA,0,0,NA
1966,50,männlich,Abitur,berufstätig,hohes,Ostdeutschland,sehr religiös,in der Mitte,mit der Partei CDU/CSU,ziemlich stark ,ziemlich stark mit der Partei CDU/CSU,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",erleichtern,CDU/CSU,0,"Ich bin 50 Jahre alt und männlich. Ich habe Abitur, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Ich",NA,0,0,NA
1967,63,männlich,einen Hochschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,mittig rechts,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,AfD,0,"Ich bin 63 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig rechts ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4, bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge,NA,0,0,NA
1968,29,männlich,einen Realschulabschluss,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,Andere Partei,0,"Ich bin 29 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1, meine Zweitstimme der [MONTREALZPIRATEN] Partei gegeben.,NA,0,0,NA
1970,62,weiblich,einen Hauptschulabschluss,nicht berufstätig,niedriges,Ostdeutschland,nicht sehr religiös,mittig links,mit der Partei SPD,sehr schwach ,sehr schwach mit der Partei SPD,"habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte",einschränken,SPD,0,"Ich bin 62 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich sehr schwach mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1, gewählt.,NA,0,0,NA
1971,67,weiblich,einen Realschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,etwas religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,FDP,0,"Ich bin 67 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," mit meiner Stimme unterstützt.

Ich habe bei der Bundestagswahl 2017 gewä",NA,0,0,NA
1971,67,weiblich,einen Realschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,etwas religiös,mittig links,mit keiner Partei,,mit keiner Partei,Maßnahmen ergreifen,einschränken,FDP,0,"Ich bin 67 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2, bei der Bundestagswahl 2017 meine Stimme abgegeben.,NA,0,0,NA
1972,71,weiblich,einen Realschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,nicht sehr religiös,in der Mitte,mit der Partei CDU/CSU,mäßig ,mäßig mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,AfD,0,"Ich bin 71 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," gewählt.

Ja, ich habe in der Bundestagswahl 2017 gewählt. Ich ha",NA,0,0,NA
1973,43,männlich,Abitur,berufstätig,mittleres,Ostdeutschland,überhaupt nicht religiös,in der Mitte,mit der Partei CDU/CSU,mäßig ,mäßig mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,AfD,0,"Ich bin 43 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," ja/nein 

Ja, ich habe 2017 bei der Bundestagswahl 2017 gewählt. Me",NA,0,0,NA
1974,78,männlich,einen Hauptschulabschluss,nicht berufstätig,mittleres,Ostdeutschland,sehr religiös,in der Mitte,mit der Partei CDU/CSU,mäßig ,mäßig mit der Partei CDU/CSU,Maßnahmen ergreifen,einschränken,CDU/CSU,0,"Ich bin 78 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4, bei der Bundestagswahl 2017 meine Stimme abgegeben. Meine Zweitstimme habe ich der,NA,0,0,NA
