"","id","completion","matched","check_manually","manipulated","matched_new","id_sampleno","age","female","edu","emp","hhincome","east","religious","leftright","partyid","partyid_degree","party","inequality","immigration","vote","imputed","prompt","sample_no","completion_1","matched_1","check_manually_1","manipulated_1","matched_new_1","resampled"
"1381",2047," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,0,"Linke","2047_1",59,"männlich","einen Hochschulabschluss","berufstätig","hohes","Ostdeutschland","überhaupt nicht religiös","stark links","mit der Partei Die Linke","ziemlich stark ","ziemlich stark mit der Partei Die Linke","Maßnahmen ergreifen","erleichtern","Die Linke",0,"Ich bin 59 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich stark links ein. Ich identifiziere mich ziemlich stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1,"DRITE STIMME[INSERT] für die Partei Die Linke gegeben.","Linke",0,1,NA,1
"1382",2049," meine Stimme der Partei Die Linke gegeben.","Linke",0,0,"Linke","2049_3",37,"weiblich","Abitur","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","mittig links","mit der Partei Die Linke","sehr stark ","sehr stark mit der Partei Die Linke","Maßnahmen ergreifen","einschränken","Die Linke",0,"Ich bin 37 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich sehr stark mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3,"er Partei meine Stimme gegeben.",NA,0,0,NA,1
"1383",2051," nicht gewählt.","nicht",1,0,"nicht","2051_1",75,"weiblich","einen Hauptschulabschluss","berufstätig","niedriges","Ostdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 75 Jahre alt und weiblich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme [PARTY] gegeben.",NA,0,0,NA,1
"1384",2052," gewählt.

Ich habe 2017 die Partei Die Linke gewählt.","Linke",0,0,"Linke","2052_1",36,"weiblich","einen Realschulabschluss","berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 36 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," meine Stimme abgegeben.",NA,0,0,NA,1
"1385",2052," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei Die Linke gegeben","Linke",0,0,"Linke","2052_4",36,"weiblich","einen Realschulabschluss","berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 36 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," Partei gewählt.",NA,0,0,NA,1
"1386",2052," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0,0,"SPD","2052_5",36,"weiblich","einen Realschulabschluss","berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","Nicht gewählt",0,"Ich bin 36 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," PARTEI gewählt.",NA,0,0,NA,1
"1387",2053," Jahre lang im selben Beruf gearbeitet und habe nie einen Auslandsaufenthalt gemacht.

",NA,0,0,NA,"2053_2",61,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich schwach ","ziemlich schwach mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 61 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.",NA,0,0,NA,1
"1388",2053," meine Stimme der Linken, der SPD und Bündnis 90/Die Grünen gegeben.","Linken SPD Bündnis Grünen",1,1,NA,"2053_3",61,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","nicht sehr religiös","in der Mitte","mit der Partei CDU/CSU","ziemlich schwach ","ziemlich schwach mit der Partei CDU/CSU","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 61 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich schwach mit der Partei CDU/CSU. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",3," 2017 gewählt. Ich habe meine Erststimme der Partei Die Linke gegeben und meine Zwe","Erststimme Linke",1,1,NA,1
"1389",2056," nicht gewählt.","nicht",1,0,"nicht","2056_1",57,"weiblich","einen Realschulabschluss","nicht berufstätig","niedriges","Ostdeutschland","überhaupt nicht religiös","mittig links","mit keiner Partei","","mit keiner Partei","habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte","einschränken","Andere Partei",0,"Ich bin 57 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und habe keine Meinung dazu, ob die Regierung Maßnahmen ergreifen sollte, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben der Partei [INS",NA,0,0,NA,1
"1390",2058," gewählt. 

Ich habe 2017 nicht für eine bestimmte Partei gewählt","nicht",1,0,"nicht","2058_1",31,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","etwas religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","FDP",0,"Ich bin 31 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei [INSERT] ge",NA,0,0,NA,1
"1391",2060," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0,0,"SPD","2060_2",66,"männlich","einen Hochschulabschluss","nicht berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei SPD","ziemlich stark ","ziemlich stark mit der Partei SPD","Maßnahmen ergreifen","weder erleichtern noch einschränken","SPD",0,"Ich bin 66 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," für meine Zweitstimme gewählt.",NA,0,0,NA,1
"1392",2060," bei der Bundestagswahl 2017 meine Erststimme der SPD gegeben und meine Zweitstimme der Link","Erststimme SPD",1,1,"Linke","2060_5",66,"männlich","einen Hochschulabschluss","nicht berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","in der Mitte","mit der Partei SPD","ziemlich stark ","ziemlich stark mit der Partei SPD","Maßnahmen ergreifen","weder erleichtern noch einschränken","SPD",0,"Ich bin 66 Jahre alt und männlich. Ich habe einen Hochschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung weder erleichtern noch einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," bei der Bundestagswahl 2017 meine Erststimme der Partei SPD gegeben und meine Zweitstimme","Erststimme SPD",1,1,NA,1
"1393",2064," im Bundestagswahl 2017 gewählt und meine Zweitstimme an Die Linke gegeben.","Linke",0,0,"Linke","2064_1",59,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","mittig links","mit der Partei Die Linke","mäßig ","mäßig mit der Partei Die Linke","Maßnahmen ergreifen","erleichtern","FDP",0,"Ich bin 59 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," Partei meine Zweitstimme gegeben.",NA,0,0,NA,1
"1394",2064," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,0,"Linke","2064_4",59,"weiblich","einen Realschulabschluss","berufstätig","mittleres","Ostdeutschland","überhaupt nicht religiös","mittig links","mit der Partei Die Linke","mäßig ","mäßig mit der Partei Die Linke","Maßnahmen ergreifen","erleichtern","FDP",0,"Ich bin 59 Jahre alt und weiblich. Ich habe einen Realschulabschluss, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin überhaupt nicht religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mäßig mit der Partei Die Linke. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",4," Partei [INSERT] meine Zweitstimme gegeben.",NA,0,0,NA,1
"1395",2066," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0,0,"SPD","2066_2",28,"weiblich","Abitur","berufstätig","mittleres","Ostdeutschland","etwas religiös","in der Mitte","mit der Partei SPD","mäßig ","mäßig mit der Partei SPD","Maßnahmen ergreifen","erleichtern","Nicht gewählt",0,"Ich bin 28 Jahre alt und weiblich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mäßig mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," tatsächlich bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei",NA,0,0,NA,1
"1396",2068," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0,0,"Linke","2068_5",37,"männlich","Abitur","berufstätig","mittleres","Ostdeutschland","etwas religiös","mittig links","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","erleichtern","CDU/CSU",1,"Ich bin 37 Jahre alt und männlich. Ich habe Abitur, ein mittleres monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung erleichtern und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",5," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.",NA,0,0,NA,1
"1397",2069," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0,0,"SPD","2069_2",82,"männlich","einen Hauptschulabschluss","nicht berufstätig","niedriges","Ostdeutschland","etwas religiös","mittig links","mit der Partei SPD","ziemlich stark ","ziemlich stark mit der Partei SPD","Maßnahmen ergreifen","einschränken","SPD",0,"Ich bin 82 Jahre alt und männlich. Ich habe einen Hauptschulabschluss, ein niedriges monatliches Haushalts-Nettoeinkommen und ich bin nicht berufstätig. Ich bin etwas religiös. Politisch-ideologisch ordne ich mich mittig links ein. Ich identifiziere mich ziemlich stark mit der Partei SPD. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",2," gewählt. 

Ja, ich habe bei der Bundestagswahl 2017 gewählt und",NA,0,0,NA,1
"1398",2073," nicht gewählt.","nicht",1,0,"nicht","2073_1",31,"männlich","einen Realschulabschluss","berufstätig","hohes","Ostdeutschland","nicht sehr religiös","in der Mitte","mit keiner Partei","","mit keiner Partei","Maßnahmen ergreifen","einschränken","FDP",0,"Ich bin 31 Jahre alt und männlich. Ich habe einen Realschulabschluss, ein hohes monatliches Haushalts-Nettoeinkommen und ich bin berufstätig. Ich bin nicht sehr religiös. Politisch-ideologisch ordne ich mich in der Mitte ein. Ich identifiziere mich mit keiner Partei. Ich lebe in Ostdeutschland. Ich finde, die Regierung sollte die Einwanderung einschränken und Maßnahmen ergreifen, um die Einkommensunterschiede zu verringern. Habe ich bei der Bundestagswahl 2017 gewählt und wenn ja, welcher Partei habe ich meine Zweitstimme gegeben? Ich habe [INSERT]",1," in der Bundestagswahl 2017 gewählt. Meine Zweitstimme ging an die [INSERT] Part",NA,0,0,NA,1
